AP890102-0139 4:0.4489247311827957 15:0.19086021505376344 1:0.11200716845878136 7:0.10125448028673835 0:0.06182795698924731 3:0.02956989247311828 11:0.01881720430107527 5:0.015232974910394265 6:0.004480286738351254 8:0.004480286738351254 10:0.004480286738351254 12:8.960573476702509E-4 13:8.960573476702509E-4 14:8.960573476702509E-4 16:8.960573476702509E-4 17:8.960573476702509E-4 18:8.960573476702509E-4 19:8.960573476702509E-4 2:8.960573476702509E-4 9:8.960573476702509E-4
AP891206-0180 1:0.33407738095238093 19:0.22395833333333334 14:0.1793154761904762 15:0.05133928571428571 0:0.04538690476190476 11:0.03943452380952381 5:0.027529761904761904 18:0.015625 7:0.015625 10:0.015625 17:0.012648809523809524 2:0.012648809523809524 3:0.006696428571428571 6:0.006696428571428571 9:0.006696428571428571 8:0.003720238095238095 12:7.44047619047619E-4 13:7.44047619047619E-4 16:7.44047619047619E-4 4:7.44047619047619E-4
AP891206-0192 5:0.3125 14:0.2746212121212121 12:0.12310606060606061 15:0.10037878787878787 11:0.0625 0:0.02462121212121212 1:0.02462121212121212 13:0.017045454545454544 17:0.017045454545454544 9:0.017045454545454544 6:0.00946969696969697 16:0.001893939393939394 18:0.001893939393939394 19:0.001893939393939394 2:0.001893939393939394 3:0.001893939393939394 4:0.001893939393939394 7:0.001893939393939394 8:0.001893939393939394 10:0.001893939393939394
AP891207-0134 8:0.5732323232323232 16:0.22643097643097643 5:0.11531986531986532 11:0.04461279461279461 15:0.01430976430976431 0:0.007575757575757576 19:0.004208754208754209 4:0.004208754208754209 12:8.417508417508417E-4 13:8.417508417508417E-4 14:8.417508417508417E-4 17:8.417508417508417E-4 18:8.417508417508417E-4 1:8.417508417508417E-4 2:8.417508417508417E-4 3:8.417508417508417E-4 6:8.417508417508417E-4 7:8.417508417508417E-4 9:8.417508417508417E-4 10:8.417508417508417E-4
AP891207-0220 8:0.35865384615384616 5:0.30096153846153845 16:0.10480769230769231 15:0.05480769230769231 18:0.05096153846153846 11:0.04326923076923077 6:0.03173076923076923 12:0.016346153846153847 9:0.016346153846153847 17:0.008653846153846154 4:0.004807692307692308 13:9.615384615384616E-4 14:9.615384615384616E-4 19:9.615384615384616E-4 0:9.615384615384616E-4 1:9.615384615384616E-4 2:9.615384615384616E-4 3:9.615384615384616E-4 7:9.615384615384616E-4 10:9.615384615384616E-4
AP891207-0229 8:0.3713235294117647 5:0.1948529411764706 16:0.1213235294117647 15:0.1036764705882353 18:0.09191176470588236 11:0.04485294117647059 9:0.02426470588235294 0:0.021323529411764706 17:0.009558823529411765 4:0.003676470588235294 6:0.003676470588235294 10:0.003676470588235294 12:7.352941176470588E-4 13:7.352941176470588E-4 14:7.352941176470588E-4 19:7.352941176470588E-4 1:7.352941176470588E-4 2:7.352941176470588E-4 3:7.352941176470588E-4 7:7.352941176470588E-4
AP891207-0237 5:0.5637755102040817 17:0.125 8:0.11479591836734694 15:0.09438775510204081 3:0.02295918367346939 13:0.012755102040816327 14:0.012755102040816327 2:0.012755102040816327 6:0.012755102040816327 11:0.002551020408163265 12:0.002551020408163265 16:0.002551020408163265 18:0.002551020408163265 19:0.002551020408163265 0:0.002551020408163265 1:0.002551020408163265 4:0.002551020408163265 7:0.002551020408163265 9:0.002551020408163265 10:0.002551020408163265
AP891208-0009 4:0.24162946428571427 3:0.14118303571428573 15:0.12109375 1:0.10546875 10:0.08761160714285714 2:0.07421875 5:0.05859375 8:0.05412946428571429 19:0.029575892857142856 9:0.025111607142857144 14:0.022879464285714284 7:0.01171875 18:0.007254464285714286 6:0.007254464285714286 12:0.005022321428571429 16:0.005022321428571429 11:5.580357142857143E-4 13:5.580357142857143E-4 17:5.580357142857143E-4 0:5.580357142857143E-4
AP891208-0146 19:0.31635802469135804 1:0.2175925925925926 9:0.10030864197530864 17:0.08179012345679013 3:0.07561728395061729 18:0.05092592592592592 14:0.044753086419753084 5:0.044753086419753084 15:0.020061728395061727 6:0.013888888888888888 10:0.013888888888888888 16:0.007716049382716049 11:0.0015432098765432098 12:0.0015432098765432098 13:0.0015432098765432098 0:0.0015432098765432098 2:0.0015432098765432098 4:0.0015432098765432098 7:0.0015432098765432098 8:0.0015432098765432098
AP891208-0234 8:0.5348639455782312 16:0.25255102040816324 5:0.12670068027210885 11:0.04846938775510204 15:0.021258503401360544 6:0.004251700680272109 12:8.503401360544217E-4 13:8.503401360544217E-4 14:8.503401360544217E-4 17:8.503401360544217E-4 18:8.503401360544217E-4 19:8.503401360544217E-4 0:8.503401360544217E-4 1:8.503401360544217E-4 2:8.503401360544217E-4 3:8.503401360544217E-4 4:8.503401360544217E-4 7:8.503401360544217E-4 9:8.503401360544217E-4 10:8.503401360544217E-4
AP891208-0235 8:0.3301282051282051 9:0.29594017094017094 15:0.172008547008547 0:0.09081196581196581 17:0.026709401709401708 7:0.026709401709401708 14:0.013888888888888888 1:0.013888888888888888 11:0.005341880341880342 16:0.005341880341880342 2:0.005341880341880342 4:0.005341880341880342 12:0.0010683760683760685 13:0.0010683760683760685 18:0.0010683760683760685 19:0.0010683760683760685 3:0.0010683760683760685 5:0.0010683760683760685 6:0.0010683760683760685 10:0.0010683760683760685
AP891210-0022 8:0.28502155172413796 1:0.25700431034482757 11:0.11476293103448276 15:0.06519396551724138 10:0.06519396551724138 3:0.05441810344827586 4:0.030711206896551723 16:0.026400862068965518 9:0.024245689655172414 12:0.017780172413793104 17:0.017780172413793104 6:0.013469827586206896 19:0.007004310344827586 2:0.007004310344827586 14:0.004849137931034483 5:0.004849137931034483 7:0.0026939655172413795 13:5.387931034482759E-4 18:5.387931034482759E-4 0:5.387931034482759E-4
AP891211-0064 16:0.6120689655172413 2:0.11297640653357532 15:0.09301270417422867 1:0.04764065335753176 9:0.04582577132486389 19:0.027676950998185117 3:0.02041742286751361 10:0.013157894736842105 4:0.007713248638838476 6:0.007713248638838476 11:0.005898366606170599 13:0.002268602540834846 12:4.5372050816696913E-4 14:4.5372050816696913E-4 17:4.5372050816696913E-4 18:4.5372050816696913E-4 0:4.5372050816696913E-4 5:4.5372050816696913E-4 7:4.5372050816696913E-4 8:4.5372050816696913E-4
AP891211-0176 16:0.615070093457944 2:0.11039719626168225 15:0.10572429906542057 9:0.07067757009345794 3:0.0566588785046729 1:0.014602803738317757 11:0.007593457943925234 18:0.005257009345794392 14:0.0029205607476635513 6:0.0029205607476635513 8:0.0029205607476635513 12:5.841121495327102E-4 13:5.841121495327102E-4 17:5.841121495327102E-4 19:5.841121495327102E-4 0:5.841121495327102E-4 4:5.841121495327102E-4 5:5.841121495327102E-4 7:5.841121495327102E-4 10:5.841121495327102E-4
AP891211-0193 16:0.5881147540983607 15:0.0935792349726776 3:0.08538251366120218 9:0.08265027322404371 0:0.028005464480874317 10:0.01980874316939891 1:0.01707650273224044 6:0.01707650273224044 2:0.014344262295081968 7:0.014344262295081968 17:0.011612021857923498 4:0.011612021857923498 19:0.006147540983606557 11:0.0034153005464480873 18:0.0034153005464480873 12:6.830601092896175E-4 13:6.830601092896175E-4 14:6.830601092896175E-4 5:6.830601092896175E-4 8:6.830601092896175E-4
AP891211-0243 6:0.3830935251798561 12:0.36151079136690645 5:0.18884892086330934 3:0.01618705035971223 7:0.01618705035971223 4:0.008992805755395683 11:0.0017985611510791368 13:0.0017985611510791368 14:0.0017985611510791368 15:0.0017985611510791368 16:0.0017985611510791368 17:0.0017985611510791368 18:0.0017985611510791368 19:0.0017985611510791368 0:0.0017985611510791368 1:0.0017985611510791368 2:0.0017985611510791368 8:0.0017985611510791368 9:0.0017985611510791368 10:0.0017985611510791368
AP891211-0253 17:0.32177033492822965 15:0.1686602870813397 11:0.1638755980861244 5:0.08732057416267942 6:0.08253588516746412 1:0.07775119617224881 14:0.039473684210526314 8:0.02033492822966507 12:0.01555023923444976 16:0.005980861244019139 0:0.005980861244019139 13:0.0011961722488038277 18:0.0011961722488038277 19:0.0011961722488038277 2:0.0011961722488038277 3:0.0011961722488038277 4:0.0011961722488038277 7:0.0011961722488038277 9:0.0011961722488038277 10:0.0011961722488038277
AP891211-0258 18:0.12523277467411545 15:0.11592178770949721 17:0.0972998137802607 9:0.08985102420856611 0:0.08426443202979515 5:0.07495344506517691 1:0.06564245810055866 14:0.06005586592178771 16:0.05819366852886406 11:0.04515828677839851 10:0.04515828677839851 2:0.03584729981378026 4:0.03584729981378026 12:0.02281191806331471 19:0.01722532588454376 6:0.01722532588454376 13:0.006052141527001862 3:0.0023277467411545625 7:4.655493482309125E-4 8:4.655493482309125E-4
AP891211-0264 18:0.20265151515151514 15:0.16224747474747475 14:0.1369949494949495 5:0.10416666666666667 17:0.08648989898989899 9:0.07891414141414141 6:0.05366161616161616 10:0.05113636363636364 13:0.041035353535353536 11:0.028409090909090908 16:0.025883838383838384 2:0.010732323232323232 7:0.008207070707070708 4:0.005681818181818182 12:6.313131313131314E-4 19:6.313131313131314E-4 0:6.313131313131314E-4 1:6.313131313131314E-4 3:6.313131313131314E-4 8:6.313131313131314E-4
AP891211-0265 9:0.2423878205128205 17:0.1830929487179487 0:0.13661858974358973 15:0.09495192307692307 8:0.07091346153846154 1:0.06450320512820513 5:0.05008012820512821 18:0.045272435897435896 13:0.029246794871794872 11:0.02283653846153846 19:0.018028846153846152 10:0.016426282051282052 12:0.008413461538461538 6:0.008413461538461538 16:0.003605769230769231 14:0.002003205128205128 7:0.002003205128205128 2:4.0064102564102563E-4 3:4.0064102564102563E-4 4:4.0064102564102563E-4
AP891211-0272 18:0.21746987951807228 1:0.16927710843373495 15:0.13072289156626507 16:0.0608433734939759 19:0.0608433734939759 7:0.058433734939759036 14:0.053614457831325305 11:0.05120481927710843 3:0.0391566265060241 5:0.0391566265060241 4:0.031927710843373494 6:0.031927710843373494 8:0.019879518072289156 0:0.012650602409638554 10:0.010240963855421687 17:0.00783132530120482 2:0.0030120481927710845 12:6.024096385542169E-4 13:6.024096385542169E-4 9:6.024096385542169E-4
AP891211-0278 11:0.3715659340659341 1:0.24244505494505494 15:0.1407967032967033 16:0.06936813186813187 17:0.03365384615384615 2:0.03365384615384615 7:0.022664835164835164 5:0.019917582417582416 18:0.017170329670329672 14:0.014423076923076924 4:0.014423076923076924 3:0.008928571428571428 9:0.006181318681318681 12:6.868131868131869E-4 13:6.868131868131869E-4 19:6.868131868131869E-4 0:6.868131868131869E-4 6:6.868131868131869E-4 8:6.868131868131869E-4 10:6.868131868131869E-4
AP891212-0044 16:0.7048076923076924 15:0.1701923076923077 9:0.07403846153846154 13:0.0125 5:0.008653846153846154 10:0.008653846153846154 18:0.004807692307692308 1:0.004807692307692308 11:9.615384615384616E-4 12:9.615384615384616E-4 14:9.615384615384616E-4 17:9.615384615384616E-4 19:9.615384615384616E-4 0:9.615384615384616E-4 2:9.615384615384616E-4 3:9.615384615384616E-4 4:9.615384615384616E-4 6:9.615384615384616E-4 7:9.615384615384616E-4 8:9.615384615384616E-4
AP891212-0045 15:0.32792207792207795 16:0.21103896103896103 1:0.18506493506493507 9:0.08116883116883117 13:0.05519480519480519 19:0.04220779220779221 11:0.02922077922077922 2:0.016233766233766232 10:0.016233766233766232 12:0.003246753246753247 14:0.003246753246753247 17:0.003246753246753247 18:0.003246753246753247 0:0.003246753246753247 3:0.003246753246753247 4:0.003246753246753247 5:0.003246753246753247 6:0.003246753246753247 7:0.003246753246753247 8:0.003246753246753247
AP891212-0192 5:0.26986754966887416 18:0.2367549668874172 15:0.11092715231788079 17:0.09547461368653422 6:0.05132450331125828 0:0.04911699779249448 11:0.04470198675496689 9:0.04249448123620309 10:0.03145695364238411 14:0.018211920529801324 16:0.01379690949227373 2:0.009381898454746136 7:0.009381898454746136 19:0.00717439293598234 8:0.004966887417218543 12:0.0027593818984547464 13:5.518763796909492E-4 1:5.518763796909492E-4 3:5.518763796909492E-4 4:5.518763796909492E-4
AP891212-0204 17:0.3729235880398671 15:0.15033222591362128 5:0.143687707641196 11:0.1270764119601329 6:0.09385382059800665 1:0.0606312292358804 0:0.027408637873754152 18:0.01079734219269103 7:0.004152823920265781 12:8.305647840531562E-4 13:8.305647840531562E-4 14:8.305647840531562E-4 16:8.305647840531562E-4 19:8.305647840531562E-4 2:8.305647840531562E-4 3:8.305647840531562E-4 4:8.305647840531562E-4 8:8.305647840531562E-4 9:8.305647840531562E-4 10:8.305647840531562E-4
AP891212-0245 17:0.27768166089965396 1:0.1704152249134948 11:0.1185121107266436 15:0.1115916955017301 8:0.08044982698961937 5:0.056228373702422146 0:0.03892733564013841 9:0.03892733564013841 14:0.028546712802768166 7:0.025086505190311418 19:0.02162629757785467 13:0.014705882352941176 2:0.007785467128027681 18:0.004325259515570935 12:8.650519031141869E-4 16:8.650519031141869E-4 3:8.650519031141869E-4 4:8.650519031141869E-4 6:8.650519031141869E-4 10:8.650519031141869E-4
AP891213-0112 4:0.2806372549019608 11:0.17769607843137256 0:0.15808823529411764 1:0.13357843137254902 15:0.11887254901960784 3:0.030637254901960783 8:0.030637254901960783 6:0.020833333333333332 9:0.015931372549019607 18:0.011029411764705883 14:0.006127450980392157 10:0.006127450980392157 12:0.0012254901960784314 13:0.0012254901960784314 16:0.0012254901960784314 17:0.0012254901960784314 19:0.0012254901960784314 2:0.0012254901960784314 5:0.0012254901960784314 7:0.0012254901960784314
AP891213-0217 1:0.6071428571428571 11:0.07571428571428572 15:0.06428571428571428 14:0.05285714285714286 17:0.041428571428571426 3:0.041428571428571426 6:0.03 19:0.024285714285714285 7:0.024285714285714285 2:0.012857142857142857 13:0.007142857142857143 18:0.007142857142857143 12:0.0014285714285714286 16:0.0014285714285714286 0:0.0014285714285714286 4:0.0014285714285714286 5:0.0014285714285714286 8:0.0014285714285714286 9:0.0014285714285714286 10:0.0014285714285714286
AP891213-0237 7:0.3319672131147541 11:0.13524590163934427 13:0.13524590163934427 18:0.06967213114754098 0:0.06967213114754098 1:0.06967213114754098 3:0.06967213114754098 5:0.036885245901639344 15:0.020491803278688523 17:0.020491803278688523 12:0.004098360655737705 14:0.004098360655737705 16:0.004098360655737705 19:0.004098360655737705 2:0.004098360655737705 4:0.004098360655737705 6:0.004098360655737705 8:0.004098360655737705 9:0.004098360655737705 10:0.004098360655737705
AP891214-0141 2:0.4166666666666667 1:0.3674863387978142 16:0.0942622950819672 4:0.050546448087431695 7:0.017759562841530054 14:0.012295081967213115 15:0.012295081967213115 19:0.006830601092896175 3:0.006830601092896175 11:0.001366120218579235 12:0.001366120218579235 13:0.001366120218579235 17:0.001366120218579235 18:0.001366120218579235 0:0.001366120218579235 5:0.001366120218579235 6:0.001366120218579235 8:0.001366120218579235 9:0.001366120218579235 10:0.001366120218579235
AP891214-0156 2:0.5579584775086506 1:0.23615916955017302 9:0.05968858131487889 4:0.04238754325259515 16:0.03546712802768166 14:0.025086505190311418 18:0.014705882352941176 15:0.01124567474048443 0:0.007785467128027681 11:8.650519031141869E-4 12:8.650519031141869E-4 13:8.650519031141869E-4 17:8.650519031141869E-4 19:8.650519031141869E-4 3:8.650519031141869E-4 5:8.650519031141869E-4 6:8.650519031141869E-4 7:8.650519031141869E-4 8:8.650519031141869E-4 10:8.650519031141869E-4
AP891215-0020 2:0.5294715447154471 1:0.2611788617886179 9:0.061991869918699184 14:0.049796747967479675 16:0.049796747967479675 4:0.013211382113821139 12:0.00508130081300813 13:0.00508130081300813 5:0.00508130081300813 6:0.00508130081300813 10:0.00508130081300813 11:0.0010162601626016261 15:0.0010162601626016261 17:0.0010162601626016261 18:0.0010162601626016261 19:0.0010162601626016261 0:0.0010162601626016261 3:0.0010162601626016261 7:0.0010162601626016261 8:0.0010162601626016261
AP891215-0069 16:0.591796875 15:0.20377604166666666 9:0.10221354166666667 18:0.044921875 12:0.018880208333333332 11:0.016276041666666668 0:0.011067708333333334 19:0.0032552083333333335 13:6.510416666666666E-4 14:6.510416666666666E-4 17:6.510416666666666E-4 1:6.510416666666666E-4 2:6.510416666666666E-4 3:6.510416666666666E-4 4:6.510416666666666E-4 5:6.510416666666666E-4 6:6.510416666666666E-4 7:6.510416666666666E-4 8:6.510416666666666E-4 10:6.510416666666666E-4
AP891215-0133 1:0.36795774647887325 2:0.25528169014084506 4:0.12852112676056338 11:0.06514084507042253 17:0.051056338028169015 0:0.02992957746478873 3:0.02992957746478873 10:0.022887323943661973 12:0.01584507042253521 13:0.008802816901408451 14:0.008802816901408451 15:0.0017605633802816902 16:0.0017605633802816902 18:0.0017605633802816902 19:0.0017605633802816902 5:0.0017605633802816902 6:0.0017605633802816902 7:0.0017605633802816902 8:0.0017605633802816902 9:0.0017605633802816902
AP891216-0060 13:0.34913793103448276 2:0.17672413793103448 12:0.10775862068965517 15:0.10775862068965517 14:0.05603448275862069 18:0.05603448275862069 7:0.05603448275862069 19:0.03879310344827586 11:0.004310344827586207 16:0.004310344827586207 17:0.004310344827586207 0:0.004310344827586207 1:0.004310344827586207 3:0.004310344827586207 4:0.004310344827586207 5:0.004310344827586207 6:0.004310344827586207 8:0.004310344827586207 9:0.004310344827586207 10:0.004310344827586207
AP891218-0094 13:0.2680722891566265 7:0.20783132530120482 12:0.1355421686746988 15:0.09939759036144578 3:0.07530120481927711 5:0.05120481927710843 18:0.0391566265060241 19:0.02710843373493976 2:0.02710843373493976 1:0.015060240963855422 4:0.015060240963855422 9:0.015060240963855422 11:0.0030120481927710845 14:0.0030120481927710845 16:0.0030120481927710845 17:0.0030120481927710845 0:0.0030120481927710845 6:0.0030120481927710845 8:0.0030120481927710845 10:0.0030120481927710845
AP891218-0127 15:0.23820754716981132 9:0.2099056603773585 10:0.125 4:0.11556603773584906 8:0.07783018867924528 0:0.0589622641509434 11:0.049528301886792456 1:0.049528301886792456 17:0.030660377358490566 16:0.01179245283018868 7:0.01179245283018868 12:0.0023584905660377358 13:0.0023584905660377358 14:0.0023584905660377358 18:0.0023584905660377358 19:0.0023584905660377358 2:0.0023584905660377358 3:0.0023584905660377358 5:0.0023584905660377358 6:0.0023584905660377358
AP891218-0230 4:0.4917218543046358 1:0.2599337748344371 15:0.08774834437086093 7:0.054635761589403975 14:0.02152317880794702 0:0.02152317880794702 11:0.014900662251655629 13:0.014900662251655629 16:0.014900662251655629 12:0.0016556291390728477 17:0.0016556291390728477 18:0.0016556291390728477 19:0.0016556291390728477 2:0.0016556291390728477 3:0.0016556291390728477 5:0.0016556291390728477 6:0.0016556291390728477 8:0.0016556291390728477 9:0.0016556291390728477 10:0.0016556291390728477
