AP890101-0002 8:0.3691646191646192 1:0.20945945945945946 5:0.12837837837837837 16:0.09643734643734644 13:0.0472972972972973 0:0.04484029484029484 2:0.030098280098280097 3:0.025184275184275184 17:0.02027027027027027 7:0.015356265356265357 19:0.005528255528255528 15:0.003071253071253071 11:6.142506142506142E-4 12:6.142506142506142E-4 14:6.142506142506142E-4 18:6.142506142506142E-4 4:6.142506142506142E-4 6:6.142506142506142E-4 9:6.142506142506142E-4 10:6.142506142506142E-4
AP890927-0266 8:0.2806603773584906 1:0.20204402515723272 5:0.1580188679245283 9:0.09512578616352202 13:0.06367924528301887 6:0.054245283018867926 0:0.03852201257861635 3:0.03852201257861635 16:0.01650943396226415 2:0.01650943396226415 14:0.010220125786163521 11:0.007075471698113208 18:0.007075471698113208 4:0.003930817610062893 7:0.003930817610062893 12:7.861635220125787E-4 15:7.861635220125787E-4 17:7.861635220125787E-4 19:7.861635220125787E-4 10:7.861635220125787E-4
AP890928-0087 16:0.3421985815602837 5:0.15070921985815602 18:0.11524822695035461 6:0.11524822695035461 13:0.08687943262411348 2:0.051418439716312055 3:0.044326241134751775 1:0.02304964539007092 11:0.015957446808510637 4:0.015957446808510637 15:0.008865248226950355 7:0.008865248226950355 10:0.008865248226950355 12:0.0017730496453900709 14:0.0017730496453900709 17:0.0017730496453900709 19:0.0017730496453900709 0:0.0017730496453900709 8:0.0017730496453900709 9:0.0017730496453900709
AP890928-0310 9:0.4209844559585492 8:0.23963730569948186 1:0.08937823834196891 3:0.08419689119170984 17:0.07383419689119171 16:0.06347150259067358 0:0.006476683937823834 5:0.006476683937823834 11:0.0012953367875647669 12:0.0012953367875647669 13:0.0012953367875647669 14:0.0012953367875647669 15:0.0012953367875647669 18:0.0012953367875647669 19:0.0012953367875647669 2:0.0012953367875647669 4:0.0012953367875647669 6:0.0012953367875647669 7:0.0012953367875647669 10:0.0012953367875647669
AP890929-0120 18:0.3583916083916084 11:0.14160839160839161 5:0.09265734265734266 10:0.09265734265734266 16:0.06468531468531469 13:0.050699300699300696 0:0.050699300699300696 9:0.043706293706293704 8:0.02972027972027972 1:0.022727272727272728 15:0.015734265734265736 17:0.008741258741258742 2:0.008741258741258742 4:0.008741258741258742 12:0.0017482517482517483 14:0.0017482517482517483 19:0.0017482517482517483 3:0.0017482517482517483 6:0.0017482517482517483 7:0.0017482517482517483
AP890929-0232 6:0.3834661354581673 3:0.12848605577689243 17:0.10059760956175298 11:0.09661354581673307 14:0.09262948207171315 16:0.08067729083665338 5:0.03286852589641434 0:0.02091633466135458 8:0.01693227091633466 12:0.012948207171314742 15:0.012948207171314742 1:0.008964143426294821 19:0.0049800796812749 13:9.9601593625498E-4 18:9.9601593625498E-4 2:9.9601593625498E-4 4:9.9601593625498E-4 7:9.9601593625498E-4 9:9.9601593625498E-4 10:9.9601593625498E-4
AP890929-0248 9:0.38779527559055116 8:0.21456692913385828 16:0.11220472440944881 17:0.10433070866141732 3:0.07283464566929133 13:0.03346456692913386 19:0.025590551181102362 5:0.017716535433070866 7:0.00984251968503937 11:0.001968503937007874 12:0.001968503937007874 14:0.001968503937007874 15:0.001968503937007874 18:0.001968503937007874 0:0.001968503937007874 1:0.001968503937007874 2:0.001968503937007874 4:0.001968503937007874 6:0.001968503937007874 10:0.001968503937007874
AP890930-0020 12:0.32919621749408984 4:0.3268321513002364 16:0.08096926713947991 18:0.057328605200945626 19:0.028959810874704492 7:0.026595744680851064 2:0.024231678486997636 6:0.024231678486997636 10:0.02186761229314421 17:0.01950354609929078 14:0.017139479905437353 3:0.012411347517730497 0:0.01004728132387707 5:0.01004728132387707 11:0.005319148936170213 9:0.002955082742316785 13:5.91016548463357E-4 15:5.91016548463357E-4 1:5.91016548463357E-4 8:5.91016548463357E-4
AP890930-0038 2:0.24282786885245902 11:0.2182377049180328 18:0.16495901639344263 3:0.0584016393442623 5:0.05430327868852459 15:0.050204918032786885 16:0.050204918032786885 4:0.050204918032786885 7:0.04610655737704918 17:0.025614754098360656 6:0.025614754098360656 19:0.005122950819672131 12:0.0010245901639344263 13:0.0010245901639344263 14:0.0010245901639344263 0:0.0010245901639344263 1:0.0010245901639344263 8:0.0010245901639344263 9:0.0010245901639344263 10:0.0010245901639344263
AP890930-0069 3:0.5172727272727272 11:0.15363636363636363 13:0.09545454545454546 14:0.07 19:0.04090909090909091 10:0.04090909090909091 5:0.03727272727272727 18:0.019090909090909092 12:0.008181818181818182 15:0.004545454545454545 1:0.004545454545454545 16:9.090909090909091E-4 17:9.090909090909091E-4 0:9.090909090909091E-4 2:9.090909090909091E-4 4:9.090909090909091E-4 6:9.090909090909091E-4 7:9.090909090909091E-4 8:9.090909090909091E-4 9:9.090909090909091E-4
AP890930-0083 10:0.4128787878787879 18:0.1856060606060606 12:0.1553030303030303 15:0.10984848484848485 2:0.04924242424242424 5:0.03409090909090909 11:0.003787878787878788 13:0.003787878787878788 14:0.003787878787878788 16:0.003787878787878788 17:0.003787878787878788 19:0.003787878787878788 0:0.003787878787878788 1:0.003787878787878788 3:0.003787878787878788 4:0.003787878787878788 6:0.003787878787878788 7:0.003787878787878788 8:0.003787878787878788 9:0.003787878787878788
AP891002-0184 12:0.5753164556962025 3:0.3246835443037975 11:0.02088607594936709 13:0.018354430379746836 5:0.015822784810126583 4:0.010759493670886076 7:0.008227848101265823 8:0.008227848101265823 10:0.00569620253164557 19:0.0031645569620253164 6:0.0031645569620253164 14:6.329113924050633E-4 15:6.329113924050633E-4 16:6.329113924050633E-4 17:6.329113924050633E-4 18:6.329113924050633E-4 0:6.329113924050633E-4 1:6.329113924050633E-4 2:6.329113924050633E-4 9:6.329113924050633E-4
AP891002-0210 11:0.2931547619047619 3:0.26339285714285715 19:0.14434523809523808 10:0.12648809523809523 4:0.07291666666666667 16:0.025297619047619048 5:0.019345238095238096 17:0.013392857142857142 1:0.013392857142857142 12:0.00744047619047619 7:0.00744047619047619 13:0.001488095238095238 14:0.001488095238095238 15:0.001488095238095238 18:0.001488095238095238 0:0.001488095238095238 2:0.001488095238095238 6:0.001488095238095238 8:0.001488095238095238 9:0.001488095238095238
AP891002-0306 17:0.6908866995073891 9:0.11945812807881774 3:0.05541871921182266 16:0.03571428571428571 8:0.03078817733990148 19:0.02586206896551724 14:0.011083743842364532 4:0.006157635467980296 6:0.006157635467980296 10:0.006157635467980296 11:0.0012315270935960591 12:0.0012315270935960591 13:0.0012315270935960591 15:0.0012315270935960591 18:0.0012315270935960591 0:0.0012315270935960591 1:0.0012315270935960591 2:0.0012315270935960591 5:0.0012315270935960591 7:0.0012315270935960591
AP891003-0021 12:0.550414364640884 3:0.30455801104972374 4:0.03383977900552486 11:0.028314917127071824 5:0.025552486187845305 13:0.020027624309392266 18:0.014502762430939226 7:0.008977900552486187 19:0.003453038674033149 1:0.003453038674033149 14:6.906077348066298E-4 15:6.906077348066298E-4 16:6.906077348066298E-4 17:6.906077348066298E-4 0:6.906077348066298E-4 2:6.906077348066298E-4 6:6.906077348066298E-4 8:6.906077348066298E-4 9:6.906077348066298E-4 10:6.906077348066298E-4
AP891003-0026 11:0.5576241134751773 16:0.19946808510638298 7:0.08953900709219859 13:0.054078014184397165 3:0.02925531914893617 5:0.02925531914893617 12:0.015070921985815602 10:0.007978723404255319 8:0.004432624113475178 9:0.004432624113475178 14:8.865248226950354E-4 15:8.865248226950354E-4 17:8.865248226950354E-4 18:8.865248226950354E-4 19:8.865248226950354E-4 0:8.865248226950354E-4 1:8.865248226950354E-4 2:8.865248226950354E-4 4:8.865248226950354E-4 6:8.865248226950354E-4
AP891003-0212 17:0.3775167785234899 8:0.2701342281879195 16:0.1761744966442953 14:0.06879194630872483 9:0.028523489932885907 7:0.02181208053691275 0:0.015100671140939598 3:0.015100671140939598 10:0.008389261744966443 11:0.0016778523489932886 12:0.0016778523489932886 13:0.0016778523489932886 15:0.0016778523489932886 18:0.0016778523489932886 19:0.0016778523489932886 1:0.0016778523489932886 2:0.0016778523489932886 4:0.0016778523489932886 5:0.0016778523489932886 6:0.0016778523489932886
AP891003-0213 8:0.3422330097087379 9:0.17718446601941748 1:0.12864077669902912 17:0.08980582524271845 14:0.050970873786407765 3:0.050970873786407765 0:0.0412621359223301 15:0.03155339805825243 4:0.03155339805825243 13:0.021844660194174758 18:0.012135922330097087 11:0.0024271844660194173 12:0.0024271844660194173 16:0.0024271844660194173 19:0.0024271844660194173 2:0.0024271844660194173 5:0.0024271844660194173 6:0.0024271844660194173 7:0.0024271844660194173 10:0.0024271844660194173
AP891003-0221 17:0.5675133689839572 9:0.11831550802139038 8:0.10762032085561497 16:0.09157754010695188 3:0.07286096256684492 19:0.022058823529411766 0:0.006016042780748663 4:0.0033422459893048127 10:0.0033422459893048127 11:6.684491978609625E-4 12:6.684491978609625E-4 13:6.684491978609625E-4 14:6.684491978609625E-4 15:6.684491978609625E-4 18:6.684491978609625E-4 1:6.684491978609625E-4 2:6.684491978609625E-4 5:6.684491978609625E-4 6:6.684491978609625E-4 7:6.684491978609625E-4
AP891003-0251 17:0.5335051546391752 8:0.16924398625429554 9:0.0936426116838488 16:0.0661512027491409 3:0.03865979381443299 7:0.0352233676975945 19:0.01804123711340206 13:0.011168384879725086 14:0.011168384879725086 2:0.007731958762886598 11:0.00429553264604811 12:0.00429553264604811 15:8.59106529209622E-4 18:8.59106529209622E-4 0:8.59106529209622E-4 1:8.59106529209622E-4 4:8.59106529209622E-4 5:8.59106529209622E-4 6:8.59106529209622E-4 10:8.59106529209622E-4
AP891003-0255 8:0.46649484536082475 17:0.18814432989690721 9:0.09536082474226804 7:0.06443298969072164 19:0.04381443298969072 11:0.023195876288659795 12:0.023195876288659795 0:0.023195876288659795 3:0.023195876288659795 15:0.01288659793814433 1:0.01288659793814433 13:0.002577319587628866 14:0.002577319587628866 16:0.002577319587628866 18:0.002577319587628866 2:0.002577319587628866 4:0.002577319587628866 5:0.002577319587628866 6:0.002577319587628866 10:0.002577319587628866
AP891004-0147 3:0.2682370820668693 10:0.1466565349544073 18:0.128419452887538 1:0.0858662613981763 11:0.07674772036474165 6:0.07674772036474165 19:0.04939209726443769 16:0.04027355623100304 5:0.03115501519756839 4:0.02811550151975684 7:0.018996960486322188 8:0.018996960486322188 2:0.015957446808510637 0:0.009878419452887538 12:7.598784194528875E-4 13:7.598784194528875E-4 14:7.598784194528875E-4 15:7.598784194528875E-4 17:7.598784194528875E-4 9:7.598784194528875E-4
AP891004-0248 13:0.47307692307692306 8:0.23717948717948717 16:0.1294871794871795 3:0.052564102564102565 1:0.047435897435897434 12:0.016666666666666666 0:0.016666666666666666 18:0.011538461538461539 11:0.001282051282051282 14:0.001282051282051282 15:0.001282051282051282 17:0.001282051282051282 19:0.001282051282051282 2:0.001282051282051282 4:0.001282051282051282 5:0.001282051282051282 6:0.001282051282051282 7:0.001282051282051282 9:0.001282051282051282 10:0.001282051282051282
AP891004-0258 9:0.327724358974359 1:0.13541666666666666 3:0.12580128205128205 8:0.10657051282051282 14:0.07131410256410256 17:0.06490384615384616 16:0.04887820512820513 19:0.029647435897435896 11:0.026442307692307692 6:0.026442307692307692 12:0.010416666666666666 18:0.010416666666666666 4:0.010416666666666666 13:8.012820512820513E-4 15:8.012820512820513E-4 0:8.012820512820513E-4 2:8.012820512820513E-4 5:8.012820512820513E-4 7:8.012820512820513E-4 10:8.012820512820513E-4
AP891004-0279 11:0.3691626409017713 14:0.16304347826086957 3:0.14533011272141708 16:0.09541062801932366 17:0.048711755233494365 19:0.04388083735909823 10:0.03743961352657005 5:0.02938808373590982 6:0.027777777777777776 12:0.010064412238325281 2:0.008454106280193236 1:0.006843800322061192 4:0.005233494363929146 18:0.0036231884057971015 13:0.002012882447665056 7:0.002012882447665056 15:4.0257648953301127E-4 0:4.0257648953301127E-4 8:4.0257648953301127E-4 9:4.0257648953301127E-4
AP891005-0022 10:0.49651810584958217 16:0.217966573816156 11:0.13440111420612813 18:0.06197771587743733 1:0.02576601671309192 15:0.017409470752089137 0:0.014623955431754874 2:0.006267409470752089 5:0.006267409470752089 13:0.003481894150417827 17:0.003481894150417827 19:0.003481894150417827 4:0.003481894150417827 12:6.963788300835655E-4 14:6.963788300835655E-4 3:6.963788300835655E-4 6:6.963788300835655E-4 7:6.963788300835655E-4 8:6.963788300835655E-4 9:6.963788300835655E-4
AP891005-0031 3:0.1738826815642458 19:0.14594972067039105 10:0.1403631284916201 14:0.10963687150837989 18:0.09567039106145252 11:0.08729050279329609 7:0.07332402234636871 4:0.034217877094972066 12:0.031424581005586594 8:0.02863128491620112 16:0.014664804469273743 15:0.011871508379888268 2:0.011871508379888268 13:0.009078212290502794 17:0.009078212290502794 6:0.009078212290502794 0:0.006284916201117319 1:0.006284916201117319 5:6.983240223463687E-4 9:6.983240223463687E-4
AP891005-0088 2:0.28780864197530864 3:0.2816358024691358 12:0.1705246913580247 15:0.07175925925925926 16:0.05324074074074074 8:0.034722222222222224 19:0.031635802469135804 17:0.02546296296296296 7:0.010030864197530864 10:0.010030864197530864 6:0.006944444444444444 11:0.0038580246913580245 4:0.0038580246913580245 9:0.0038580246913580245 13:7.716049382716049E-4 14:7.716049382716049E-4 18:7.716049382716049E-4 0:7.716049382716049E-4 1:7.716049382716049E-4 5:7.716049382716049E-4
AP891005-0207 10:0.2469806763285024 16:0.16002415458937197 18:0.10929951690821256 15:0.08031400966183574 7:0.06823671497584541 12:0.06099033816425121 2:0.05374396135265701 4:0.051328502415458936 13:0.0464975845410628 3:0.03683574879227053 1:0.024758454106280192 11:0.022342995169082124 0:0.019927536231884056 8:0.012681159420289856 9:0.0030193236714975845 14:6.038647342995169E-4 17:6.038647342995169E-4 19:6.038647342995169E-4 5:6.038647342995169E-4 6:6.038647342995169E-4
AP891006-0069 13:0.34807692307692306 16:0.24807692307692308 7:0.07884615384615384 8:0.07884615384615384 5:0.06346153846153846 17:0.04807692307692308 18:0.04807692307692308 11:0.01730769230769231 2:0.01730769230769231 3:0.01730769230769231 19:0.009615384615384616 4:0.009615384615384616 12:0.0019230769230769232 14:0.0019230769230769232 15:0.0019230769230769232 0:0.0019230769230769232 1:0.0019230769230769232 6:0.0019230769230769232 9:0.0019230769230769232 10:0.0019230769230769232
AP891006-0209 8:0.3956766917293233 17:0.2941729323308271 16:0.19266917293233082 9:0.03477443609022556 1:0.03101503759398496 15:0.012218045112781954 5:0.012218045112781954 11:0.008458646616541353 19:0.004699248120300752 3:0.004699248120300752 12:9.398496240601503E-4 13:9.398496240601503E-4 14:9.398496240601503E-4 18:9.398496240601503E-4 0:9.398496240601503E-4 2:9.398496240601503E-4 4:9.398496240601503E-4 6:9.398496240601503E-4 7:9.398496240601503E-4 10:9.398496240601503E-4
AP891006-0260 13:0.5252976190476191 7:0.1324404761904762 8:0.10267857142857142 16:0.07886904761904762 15:0.03720238095238095 18:0.03720238095238095 17:0.025297619047619048 14:0.019345238095238096 9:0.019345238095238096 3:0.00744047619047619 11:0.001488095238095238 12:0.001488095238095238 19:0.001488095238095238 0:0.001488095238095238 1:0.001488095238095238 2:0.001488095238095238 4:0.001488095238095238 5:0.001488095238095238 6:0.001488095238095238 10:0.001488095238095238
AP891010-0075 19:0.3365921787709497 11:0.29748603351955305 10:0.1634078212290503 3:0.07960893854748603 16:0.05726256983240224 6:0.018156424581005588 12:0.006983240223463687 13:0.006983240223463687 18:0.006983240223463687 8:0.006983240223463687 9:0.006983240223463687 14:0.0013966480446927375 15:0.0013966480446927375 17:0.0013966480446927375 0:0.0013966480446927375 1:0.0013966480446927375 2:0.0013966480446927375 4:0.0013966480446927375 5:0.0013966480446927375 7:0.0013966480446927375
AP891010-0167 3:0.2982758620689655 10:0.1810344827586207 4:0.17413793103448275 19:0.11896551724137931 7:0.04310344827586207 16:0.03620689655172414 5:0.03620689655172414 6:0.029310344827586206 13:0.015517241379310345 17:0.015517241379310345 0:0.015517241379310345 2:0.015517241379310345 18:0.008620689655172414 11:0.0017241379310344827 12:0.0017241379310344827 14:0.0017241379310344827 15:0.0017241379310344827 1:0.0017241379310344827 8:0.0017241379310344827 9:0.0017241379310344827
AP891010-0274 8:0.4430147058823529 9:0.43566176470588236 3:0.04595588235294118 17:0.03860294117647059 11:0.009191176470588236 12:0.001838235294117647 13:0.001838235294117647 14:0.001838235294117647 15:0.001838235294117647 16:0.001838235294117647 18:0.001838235294117647 19:0.001838235294117647 0:0.001838235294117647 1:0.001838235294117647 2:0.001838235294117647 4:0.001838235294117647 5:0.001838235294117647 6:0.001838235294117647 7:0.001838235294117647 10:0.001838235294117647
AP891010-0279 8:0.539612676056338 16:0.1382042253521127 9:0.09242957746478873 17:0.08890845070422536 3:0.0818661971830986 1:0.022007042253521125 11:0.007922535211267605 14:0.007922535211267605 5:0.0044014084507042256 6:0.0044014084507042256 7:0.0044014084507042256 12:8.802816901408451E-4 13:8.802816901408451E-4 15:8.802816901408451E-4 18:8.802816901408451E-4 19:8.802816901408451E-4 0:8.802816901408451E-4 2:8.802816901408451E-4 4:8.802816901408451E-4 10:8.802816901408451E-4
AP891011-0017 15:0.29301075268817206 6:0.18548387096774194 16:0.08870967741935484 1:0.08870967741935484 18:0.07795698924731183 0:0.06720430107526881 5:0.06720430107526881 14:0.03494623655913978 13:0.024193548387096774 9:0.024193548387096774 19:0.013440860215053764 7:0.013440860215053764 11:0.002688172043010753 12:0.002688172043010753 17:0.002688172043010753 2:0.002688172043010753 3:0.002688172043010753 4:0.002688172043010753 8:0.002688172043010753 10:0.002688172043010753
AP891011-0056 3:0.2529527559055118 15:0.20570866141732283 12:0.14271653543307086 10:0.13484251968503938 18:0.10728346456692914 11:0.07578740157480315 4:0.03641732283464567 16:0.02066929133858268 0:0.008858267716535433 5:0.004921259842519685 13:9.84251968503937E-4 14:9.84251968503937E-4 17:9.84251968503937E-4 19:9.84251968503937E-4 1:9.84251968503937E-4 2:9.84251968503937E-4 6:9.84251968503937E-4 7:9.84251968503937E-4 8:9.84251968503937E-4 9:9.84251968503937E-4
AP891011-0292 9:0.5659090909090909 17:0.20227272727272727 8:0.14772727272727273 16:0.029545454545454545 13:0.011363636363636364 10:0.011363636363636364 11:0.0022727272727272726 12:0.0022727272727272726 14:0.0022727272727272726 15:0.0022727272727272726 18:0.0022727272727272726 19:0.0022727272727272726 0:0.0022727272727272726 1:0.0022727272727272726 2:0.0022727272727272726 3:0.0022727272727272726 4:0.0022727272727272726 5:0.0022727272727272726 6:0.0022727272727272726 7:0.0022727272727272726
