AP890102-0099 1:0.4438622754491018 3:0.21332335329341318 9:0.14146706586826346 12:0.04266467065868264 15:0.027694610778443114 14:0.02470059880239521 10:0.02470059880239521 13:0.015718562874251496 2:0.012724550898203593 6:0.012724550898203593 19:0.009730538922155689 8:0.009730538922155689 16:0.006736526946107785 5:0.006736526946107785 0:0.0037425149700598802 11:7.485029940119761E-4 17:7.485029940119761E-4 18:7.485029940119761E-4 4:7.485029940119761E-4 7:7.485029940119761E-4
AP891130-0227 5:0.3840909090909091 11:0.22954545454545455 4:0.12954545454545455 13:0.075 14:0.075 17:0.020454545454545454 0:0.020454545454545454 3:0.020454545454545454 2:0.011363636363636364 7:0.011363636363636364 12:0.0022727272727272726 15:0.0022727272727272726 16:0.0022727272727272726 18:0.0022727272727272726 19:0.0022727272727272726 1:0.0022727272727272726 6:0.0022727272727272726 8:0.0022727272727272726 9:0.0022727272727272726 10:0.0022727272727272726
AP891130-0230 5:0.26033834586466165 3:0.18139097744360902 0:0.16635338345864661 11:0.1212406015037594 4:0.106203007518797 9:0.09492481203007519 17:0.03101503759398496 1:0.012218045112781954 12:0.008458646616541353 18:0.004699248120300752 7:0.004699248120300752 13:9.398496240601503E-4 14:9.398496240601503E-4 15:9.398496240601503E-4 16:9.398496240601503E-4 19:9.398496240601503E-4 2:9.398496240601503E-4 6:9.398496240601503E-4 8:9.398496240601503E-4 10:9.398496240601503E-4
AP891130-0264 17:0.4176829268292683 13:0.13719512195121952 6:0.11280487804878049 9:0.11280487804878049 18:0.06402439024390244 3:0.039634146341463415 11:0.027439024390243903 7:0.027439024390243903 15:0.01524390243902439 10:0.01524390243902439 12:0.003048780487804878 14:0.003048780487804878 16:0.003048780487804878 19:0.003048780487804878 0:0.003048780487804878 1:0.003048780487804878 2:0.003048780487804878 4:0.003048780487804878 5:0.003048780487804878 8:0.003048780487804878
AP891201-0137 5:0.21894409937888198 9:0.15683229813664595 12:0.10714285714285714 10:0.10714285714285714 3:0.09472049689440994 11:0.07608695652173914 17:0.06366459627329192 1:0.06366459627329192 8:0.03260869565217391 14:0.026397515527950312 19:0.013975155279503106 6:0.013975155279503106 13:0.007763975155279503 4:0.007763975155279503 15:0.0015527950310559005 16:0.0015527950310559005 18:0.0015527950310559005 0:0.0015527950310559005 2:0.0015527950310559005 7:0.0015527950310559005
AP891202-0019 15:0.4113636363636364 9:0.19318181818181818 7:0.15681818181818183 13:0.0659090909090909 0:0.04772727272727273 5:0.038636363636363635 18:0.029545454545454545 19:0.020454545454545454 6:0.011363636363636364 11:0.0022727272727272726 12:0.0022727272727272726 14:0.0022727272727272726 16:0.0022727272727272726 17:0.0022727272727272726 1:0.0022727272727272726 2:0.0022727272727272726 3:0.0022727272727272726 4:0.0022727272727272726 8:0.0022727272727272726 10:0.0022727272727272726
AP891202-0039 19:0.22872340425531915 13:0.12943262411347517 3:0.12943262411347517 18:0.12234042553191489 7:0.08687943262411348 9:0.08687943262411348 12:0.05851063829787234 11:0.03723404255319149 14:0.030141843971631204 16:0.030141843971631204 15:0.015957446808510637 1:0.015957446808510637 6:0.008865248226950355 8:0.008865248226950355 17:0.0017730496453900709 0:0.0017730496453900709 2:0.0017730496453900709 4:0.0017730496453900709 5:0.0017730496453900709 10:0.0017730496453900709
AP891204-0134 12:0.5819559228650137 3:0.11639118457300275 19:0.09710743801652892 9:0.08608815426997245 0:0.022727272727272728 17:0.01997245179063361 1:0.01721763085399449 5:0.011707988980716254 10:0.011707988980716254 11:0.006198347107438017 13:0.006198347107438017 16:0.006198347107438017 6:0.006198347107438017 7:0.006198347107438017 14:6.887052341597796E-4 15:6.887052341597796E-4 18:6.887052341597796E-4 2:6.887052341597796E-4 4:6.887052341597796E-4 8:6.887052341597796E-4
AP891204-0182 8:0.543918918918919 13:0.2195945945945946 15:0.07094594594594594 11:0.04391891891891892 14:0.030405405405405407 1:0.030405405405405407 2:0.016891891891891893 12:0.0033783783783783786 16:0.0033783783783783786 17:0.0033783783783783786 18:0.0033783783783783786 19:0.0033783783783783786 0:0.0033783783783783786 3:0.0033783783783783786 4:0.0033783783783783786 5:0.0033783783783783786 6:0.0033783783783783786 7:0.0033783783783783786 9:0.0033783783783783786 10:0.0033783783783783786
AP891204-0248 14:0.8626760563380281 11:0.03169014084507042 12:0.017605633802816902 13:0.017605633802816902 9:0.017605633802816902 15:0.0035211267605633804 16:0.0035211267605633804 17:0.0035211267605633804 18:0.0035211267605633804 19:0.0035211267605633804 0:0.0035211267605633804 1:0.0035211267605633804 2:0.0035211267605633804 3:0.0035211267605633804 4:0.0035211267605633804 5:0.0035211267605633804 6:0.0035211267605633804 7:0.0035211267605633804 8:0.0035211267605633804 10:0.0035211267605633804
AP891205-0110 19:0.6835365853658537 9:0.16890243902439026 13:0.03719512195121951 3:0.03719512195121951 15:0.020121951219512196 1:0.012804878048780487 4:0.010365853658536586 16:0.007926829268292683 6:0.00548780487804878 11:0.003048780487804878 12:0.003048780487804878 17:0.003048780487804878 18:0.003048780487804878 14:6.097560975609756E-4 0:6.097560975609756E-4 2:6.097560975609756E-4 5:6.097560975609756E-4 7:6.097560975609756E-4 8:6.097560975609756E-4 10:6.097560975609756E-4
AP891205-0115 19:0.6289414414414415 9:0.1875 18:0.0365990990990991 15:0.023085585585585586 3:0.020833333333333332 4:0.01632882882882883 16:0.014076576576576577 0:0.014076576576576577 11:0.011824324324324325 12:0.009572072072072071 13:0.009572072072072071 6:0.00731981981981982 2:0.005067567567567568 5:0.005067567567567568 8:0.005067567567567568 1:0.002815315315315315 14:5.630630630630631E-4 17:5.630630630630631E-4 7:5.630630630630631E-4 10:5.630630630630631E-4
AP891205-0211 19:0.5868226600985221 16:0.2001231527093596 9:0.07450738916256158 4:0.049876847290640396 6:0.02770935960591133 3:0.022783251231527094 11:0.008004926108374385 13:0.008004926108374385 15:0.008004926108374385 8:0.008004926108374385 12:6.157635467980296E-4 14:6.157635467980296E-4 17:6.157635467980296E-4 18:6.157635467980296E-4 0:6.157635467980296E-4 1:6.157635467980296E-4 2:6.157635467980296E-4 5:6.157635467980296E-4 7:6.157635467980296E-4 10:6.157635467980296E-4
AP891205-0237 18:0.7548309178743962 11:0.06884057971014493 3:0.049516908212560384 6:0.049516908212560384 13:0.020531400966183576 9:0.020531400966183576 16:0.01570048309178744 8:0.006038647342995169 12:0.0012077294685990338 14:0.0012077294685990338 15:0.0012077294685990338 17:0.0012077294685990338 19:0.0012077294685990338 0:0.0012077294685990338 1:0.0012077294685990338 2:0.0012077294685990338 4:0.0012077294685990338 5:0.0012077294685990338 7:0.0012077294685990338 10:0.0012077294685990338
AP891207-0078 10:0.3236842105263158 0:0.30964912280701756 9:0.2324561403508772 3:0.04298245614035088 11:0.02894736842105263 15:0.02894736842105263 12:0.007894736842105263 8:0.007894736842105263 1:0.0043859649122807015 2:0.0043859649122807015 13:8.771929824561404E-4 14:8.771929824561404E-4 16:8.771929824561404E-4 17:8.771929824561404E-4 18:8.771929824561404E-4 19:8.771929824561404E-4 4:8.771929824561404E-4 5:8.771929824561404E-4 6:8.771929824561404E-4 7:8.771929824561404E-4
AP891207-0134 6:0.4553872053872054 13:0.38804713804713803 11:0.05134680134680135 9:0.04461279461279461 8:0.017676767676767676 4:0.01430976430976431 15:0.007575757575757576 12:0.004208754208754209 16:0.004208754208754209 1:0.004208754208754209 14:8.417508417508417E-4 17:8.417508417508417E-4 18:8.417508417508417E-4 19:8.417508417508417E-4 0:8.417508417508417E-4 2:8.417508417508417E-4 3:8.417508417508417E-4 5:8.417508417508417E-4 7:8.417508417508417E-4 10:8.417508417508417E-4
AP891207-0244 14:0.9128787878787878 4:0.01893939393939394 11:0.003787878787878788 12:0.003787878787878788 13:0.003787878787878788 15:0.003787878787878788 16:0.003787878787878788 17:0.003787878787878788 18:0.003787878787878788 19:0.003787878787878788 0:0.003787878787878788 1:0.003787878787878788 2:0.003787878787878788 3:0.003787878787878788 5:0.003787878787878788 6:0.003787878787878788 7:0.003787878787878788 8:0.003787878787878788 9:0.003787878787878788 10:0.003787878787878788
AP891208-0081 13:0.40581395348837207 7:0.22441860465116278 9:0.17790697674418604 4:0.047674418604651166 19:0.029069767441860465 3:0.029069767441860465 12:0.02441860465116279 14:0.02441860465116279 1:0.015116279069767442 2:0.005813953488372093 6:0.005813953488372093 11:0.0011627906976744186 15:0.0011627906976744186 16:0.0011627906976744186 17:0.0011627906976744186 18:0.0011627906976744186 0:0.0011627906976744186 5:0.0011627906976744186 8:0.0011627906976744186 10:0.0011627906976744186
AP891208-0095 13:0.32575757575757575 11:0.14393939393939395 6:0.12373737373737374 19:0.08333333333333333 1:0.06313131313131314 8:0.06313131313131314 3:0.04292929292929293 9:0.04292929292929293 10:0.03282828282828283 7:0.022727272727272728 16:0.012626262626262626 17:0.012626262626262626 18:0.012626262626262626 12:0.0025252525252525255 14:0.0025252525252525255 15:0.0025252525252525255 0:0.0025252525252525255 2:0.0025252525252525255 4:0.0025252525252525255 5:0.0025252525252525255
AP891208-0188 15:0.4325980392156863 3:0.17279411764705882 9:0.16299019607843138 11:0.06495098039215687 1:0.06004901960784314 8:0.030637254901960783 5:0.020833333333333332 6:0.020833333333333332 12:0.006127450980392157 2:0.006127450980392157 4:0.006127450980392157 7:0.006127450980392157 13:0.0012254901960784314 14:0.0012254901960784314 16:0.0012254901960784314 17:0.0012254901960784314 18:0.0012254901960784314 19:0.0012254901960784314 0:0.0012254901960784314 10:0.0012254901960784314
AP891208-0234 6:0.46343537414965985 13:0.39540816326530615 11:0.045068027210884355 9:0.03826530612244898 8:0.017857142857142856 15:0.01445578231292517 7:0.007653061224489796 19:0.004251700680272109 0:0.004251700680272109 12:8.503401360544217E-4 14:8.503401360544217E-4 16:8.503401360544217E-4 17:8.503401360544217E-4 18:8.503401360544217E-4 1:8.503401360544217E-4 2:8.503401360544217E-4 3:8.503401360544217E-4 4:8.503401360544217E-4 5:8.503401360544217E-4 10:8.503401360544217E-4
AP891208-0235 6:0.32585470085470086 9:0.31303418803418803 7:0.08226495726495726 11:0.06517094017094018 15:0.04807692307692308 5:0.035256410256410256 1:0.030982905982905984 10:0.030982905982905984 4:0.022435897435897436 2:0.013888888888888888 18:0.009615384615384616 13:0.005341880341880342 0:0.005341880341880342 8:0.005341880341880342 12:0.0010683760683760685 14:0.0010683760683760685 16:0.0010683760683760685 17:0.0010683760683760685 19:0.0010683760683760685 3:0.0010683760683760685
AP891208-0237 6:0.4655612244897959 13:0.3482142857142857 9:0.0625 14:0.021683673469387755 3:0.016581632653061226 7:0.016581632653061226 11:0.011479591836734694 17:0.011479591836734694 18:0.011479591836734694 10:0.011479591836734694 15:0.006377551020408163 1:0.006377551020408163 12:0.0012755102040816326 16:0.0012755102040816326 19:0.0012755102040816326 0:0.0012755102040816326 2:0.0012755102040816326 4:0.0012755102040816326 5:0.0012755102040816326 8:0.0012755102040816326
AP891209-0031 17:0.27705223880597013 3:0.17630597014925373 1:0.10541044776119403 9:0.10541044776119403 10:0.0830223880597015 2:0.05317164179104478 7:0.05317164179104478 16:0.0457089552238806 13:0.027052238805970148 12:0.01958955223880597 0:0.01958955223880597 4:0.01585820895522388 14:0.0046641791044776115 18:0.0046641791044776115 8:0.0046641791044776115 11:9.328358208955224E-4 15:9.328358208955224E-4 19:9.328358208955224E-4 5:9.328358208955224E-4 6:9.328358208955224E-4
AP891211-0259 9:0.2126736111111111 11:0.1675347222222222 3:0.10503472222222222 6:0.09461805555555555 16:0.09114583333333333 13:0.0876736111111111 19:0.0842013888888889 15:0.0703125 10:0.028645833333333332 17:0.025173611111111112 8:0.011284722222222222 7:0.0078125 14:0.004340277777777778 5:0.004340277777777778 12:8.680555555555555E-4 18:8.680555555555555E-4 0:8.680555555555555E-4 1:8.680555555555555E-4 2:8.680555555555555E-4 4:8.680555555555555E-4
AP891211-0290 11:0.32186544342507645 9:0.21788990825688073 6:0.15672782874617738 3:0.095565749235474 17:0.052752293577981654 16:0.046636085626911315 1:0.034403669724770644 14:0.02522935779816514 2:0.02217125382262997 13:0.012996941896024464 18:0.00382262996941896 7:0.00382262996941896 12:7.645259938837921E-4 15:7.645259938837921E-4 19:7.645259938837921E-4 0:7.645259938837921E-4 4:7.645259938837921E-4 5:7.645259938837921E-4 8:7.645259938837921E-4 10:7.645259938837921E-4
AP891211-0295 1:0.2197265625 17:0.1962890625 9:0.1455078125 3:0.1337890625 11:0.1064453125 10:0.0556640625 16:0.0400390625 13:0.0244140625 6:0.0244140625 4:0.0205078125 14:0.0166015625 15:0.0048828125 2:0.0048828125 12:9.765625E-4 18:9.765625E-4 19:9.765625E-4 0:9.765625E-4 5:9.765625E-4 7:9.765625E-4 8:9.765625E-4
AP891211-0299 14:0.8626760563380281 11:0.03169014084507042 12:0.017605633802816902 13:0.017605633802816902 3:0.017605633802816902 15:0.0035211267605633804 16:0.0035211267605633804 17:0.0035211267605633804 18:0.0035211267605633804 19:0.0035211267605633804 0:0.0035211267605633804 1:0.0035211267605633804 2:0.0035211267605633804 4:0.0035211267605633804 5:0.0035211267605633804 6:0.0035211267605633804 7:0.0035211267605633804 8:0.0035211267605633804 9:0.0035211267605633804 10:0.0035211267605633804
AP891212-0084 19:0.3755506607929515 1:0.20814977973568283 3:0.1949339207048458 7:0.07599118942731277 0:0.02753303964757709 13:0.023127753303964757 9:0.023127753303964757 11:0.018722466960352423 8:0.014317180616740088 16:0.009911894273127754 17:0.009911894273127754 15:0.005506607929515419 10:0.005506607929515419 12:0.0011013215859030838 14:0.0011013215859030838 18:0.0011013215859030838 2:0.0011013215859030838 4:0.0011013215859030838 5:0.0011013215859030838 6:0.0011013215859030838
AP891212-0266 6:0.27641509433962264 18:0.25 11:0.2009433962264151 9:0.1481132075471698 3:0.09528301886792453 7:0.008490566037735849 0:0.0047169811320754715 10:0.0047169811320754715 12:9.433962264150943E-4 13:9.433962264150943E-4 14:9.433962264150943E-4 15:9.433962264150943E-4 16:9.433962264150943E-4 17:9.433962264150943E-4 19:9.433962264150943E-4 1:9.433962264150943E-4 2:9.433962264150943E-4 4:9.433962264150943E-4 5:9.433962264150943E-4 8:9.433962264150943E-4
AP891213-0125 7:0.5416666666666666 3:0.1839430894308943 9:0.08638211382113821 2:0.0782520325203252 16:0.041666666666666664 12:0.013211382113821139 19:0.013211382113821139 14:0.009146341463414634 1:0.009146341463414634 6:0.009146341463414634 0:0.00508130081300813 11:0.0010162601626016261 13:0.0010162601626016261 15:0.0010162601626016261 17:0.0010162601626016261 18:0.0010162601626016261 4:0.0010162601626016261 5:0.0010162601626016261 8:0.0010162601626016261 10:0.0010162601626016261
AP891213-0171 9:0.31392045454545453 11:0.21164772727272727 7:0.1434659090909091 1:0.1377840909090909 6:0.12073863636363637 5:0.01278409090909091 10:0.01278409090909091 13:0.007102272727272727 16:0.007102272727272727 17:0.007102272727272727 18:0.007102272727272727 3:0.007102272727272727 12:0.0014204545454545455 14:0.0014204545454545455 15:0.0014204545454545455 19:0.0014204545454545455 0:0.0014204545454545455 2:0.0014204545454545455 4:0.0014204545454545455 8:0.0014204545454545455
AP891214-0050 0:0.5363372093023255 9:0.2921511627906977 3:0.07122093023255814 11:0.030523255813953487 1:0.024709302325581394 14:0.01308139534883721 2:0.007267441860465116 7:0.007267441860465116 12:0.0014534883720930232 13:0.0014534883720930232 15:0.0014534883720930232 16:0.0014534883720930232 17:0.0014534883720930232 18:0.0014534883720930232 19:0.0014534883720930232 4:0.0014534883720930232 5:0.0014534883720930232 6:0.0014534883720930232 8:0.0014534883720930232 10:0.0014534883720930232
AP891214-0183 1:0.3301801801801802 11:0.22927927927927927 9:0.15 3:0.09414414414414414 17:0.07972972972972973 0:0.031081081081081083 7:0.02027027027027027 16:0.018468468468468467 19:0.016666666666666666 6:0.013063063063063063 14:0.0076576576576576575 2:0.0022522522522522522 5:0.0022522522522522522 8:0.0022522522522522522 12:4.5045045045045046E-4 13:4.5045045045045046E-4 15:4.5045045045045046E-4 18:4.5045045045045046E-4 4:4.5045045045045046E-4 10:4.5045045045045046E-4
AP891214-0202 11:0.4512012012012012 17:0.15090090090090091 1:0.1448948948948949 9:0.08783783783783784 3:0.08183183183183183 6:0.01876876876876877 10:0.01876876876876877 5:0.00975975975975976 7:0.00975975975975976 19:0.006756756756756757 13:0.0037537537537537537 14:0.0037537537537537537 16:0.0037537537537537537 18:0.0037537537537537537 12:7.507507507507507E-4 15:7.507507507507507E-4 0:7.507507507507507E-4 2:7.507507507507507E-4 4:7.507507507507507E-4 8:7.507507507507507E-4
AP891214-0204 13:0.3436073059360731 9:0.20205479452054795 6:0.14726027397260275 3:0.11073059360730593 7:0.10159817351598173 11:0.05593607305936073 4:0.010273972602739725 16:0.005707762557077625 18:0.005707762557077625 10:0.005707762557077625 12:0.001141552511415525 14:0.001141552511415525 15:0.001141552511415525 17:0.001141552511415525 19:0.001141552511415525 0:0.001141552511415525 1:0.001141552511415525 2:0.001141552511415525 5:0.001141552511415525 8:0.001141552511415525
AP891214-0235 14:0.928030303030303 11:0.003787878787878788 12:0.003787878787878788 13:0.003787878787878788 15:0.003787878787878788 16:0.003787878787878788 17:0.003787878787878788 18:0.003787878787878788 19:0.003787878787878788 0:0.003787878787878788 1:0.003787878787878788 2:0.003787878787878788 3:0.003787878787878788 4:0.003787878787878788 5:0.003787878787878788 6:0.003787878787878788 7:0.003787878787878788 8:0.003787878787878788 9:0.003787878787878788 10:0.003787878787878788
AP891214-0254 3:0.3278894472361809 14:0.24246231155778894 17:0.12688442211055276 6:0.05150753768844221 9:0.04648241206030151 16:0.0414572864321608 7:0.0414572864321608 18:0.026381909547738693 12:0.02135678391959799 19:0.016331658291457288 0:0.016331658291457288 2:0.016331658291457288 11:0.011306532663316583 5:0.00628140703517588 13:0.001256281407035176 15:0.001256281407035176 1:0.001256281407035176 4:0.001256281407035176 8:0.001256281407035176 10:0.001256281407035176
AP891215-0064 18:0.5021551724137931 3:0.17456896551724138 19:0.12284482758620689 1:0.08836206896551724 7:0.028017241379310345 16:0.01939655172413793 13:0.010775862068965518 15:0.010775862068965518 0:0.010775862068965518 2:0.010775862068965518 11:0.0021551724137931034 12:0.0021551724137931034 14:0.0021551724137931034 17:0.0021551724137931034 4:0.0021551724137931034 5:0.0021551724137931034 6:0.0021551724137931034 8:0.0021551724137931034 9:0.0021551724137931034 10:0.0021551724137931034
