AP890101-0002 2:0.23648648648648649 0:0.15786240786240785 19:0.10872235872235872 7:0.09398034398034398 5:0.08169533169533169 13:0.07678132678132678 11:0.06203931203931204 4:0.05466830466830467 6:0.049754299754299756 10:0.04238329238329238 9:0.017813267813267815 16:0.010442260442260442 1:0.003071253071253071 12:6.142506142506142E-4 14:6.142506142506142E-4 15:6.142506142506142E-4 17:6.142506142506142E-4 18:6.142506142506142E-4 3:6.142506142506142E-4 8:6.142506142506142E-4
AP891013-0010 14:0.6487676056338029 2:0.12059859154929578 6:0.08890845070422536 15:0.05017605633802817 0:0.03961267605633803 9:0.032570422535211266 3:0.007922535211267605 11:8.802816901408451E-4 12:8.802816901408451E-4 13:8.802816901408451E-4 16:8.802816901408451E-4 17:8.802816901408451E-4 18:8.802816901408451E-4 19:8.802816901408451E-4 1:8.802816901408451E-4 4:8.802816901408451E-4 5:8.802816901408451E-4 7:8.802816901408451E-4 8:8.802816901408451E-4 10:8.802816901408451E-4
AP891013-0064 19:0.36626344086021506 10:0.1485215053763441 2:0.1028225806451613 14:0.07862903225806452 8:0.05712365591397849 15:0.049059139784946235 18:0.046370967741935484 9:0.046370967741935484 6:0.043682795698924734 3:0.027553763440860215 1:0.014112903225806451 4:0.0114247311827957 16:0.003360215053763441 11:6.720430107526882E-4 12:6.720430107526882E-4 13:6.720430107526882E-4 17:6.720430107526882E-4 0:6.720430107526882E-4 5:6.720430107526882E-4 7:6.720430107526882E-4
AP891013-0103 14:0.5735294117647058 2:0.1931372549019608 6:0.13431372549019607 0:0.028431372549019607 9:0.028431372549019607 15:0.020588235294117647 19:0.004901960784313725 10:0.004901960784313725 11:9.80392156862745E-4 12:9.80392156862745E-4 13:9.80392156862745E-4 16:9.80392156862745E-4 17:9.80392156862745E-4 18:9.80392156862745E-4 1:9.80392156862745E-4 3:9.80392156862745E-4 4:9.80392156862745E-4 5:9.80392156862745E-4 7:9.80392156862745E-4 8:9.80392156862745E-4
AP891014-0025 9:0.30457227138643067 6:0.2721238938053097 2:0.19247787610619468 0:0.07448377581120944 10:0.033185840707964605 7:0.03023598820058997 1:0.02728613569321534 19:0.015486725663716814 3:0.015486725663716814 11:0.012536873156342183 8:0.009587020648967551 15:0.00663716814159292 12:7.374631268436578E-4 13:7.374631268436578E-4 14:7.374631268436578E-4 16:7.374631268436578E-4 17:7.374631268436578E-4 18:7.374631268436578E-4 4:7.374631268436578E-4 5:7.374631268436578E-4
AP891015-0072 13:0.41203703703703703 8:0.1675925925925926 2:0.1527777777777778 1:0.0712962962962963 4:0.05648148148148148 3:0.04537037037037037 6:0.030555555555555555 11:0.01574074074074074 9:0.01574074074074074 17:0.008333333333333333 19:0.008333333333333333 18:0.004629629629629629 0:0.004629629629629629 12:9.25925925925926E-4 14:9.25925925925926E-4 15:9.25925925925926E-4 16:9.25925925925926E-4 5:9.25925925925926E-4 7:9.25925925925926E-4 10:9.25925925925926E-4
AP891016-0010 13:0.282319391634981 3:0.18726235741444866 2:0.18346007604562736 8:0.14543726235741444 4:0.05798479087452472 16:0.03897338403041825 0:0.03517110266159696 7:0.03517110266159696 5:0.02376425855513308 11:9.505703422053232E-4 12:9.505703422053232E-4 14:9.505703422053232E-4 15:9.505703422053232E-4 17:9.505703422053232E-4 18:9.505703422053232E-4 19:9.505703422053232E-4 1:9.505703422053232E-4 6:9.505703422053232E-4 9:9.505703422053232E-4 10:9.505703422053232E-4
AP891016-0048 14:0.26304347826086955 16:0.22826086956521738 3:0.14130434782608695 2:0.09782608695652174 15:0.06304347826086956 17:0.06304347826086956 10:0.04565217391304348 18:0.03695652173913044 8:0.02826086956521739 0:0.010869565217391304 11:0.002173913043478261 12:0.002173913043478261 13:0.002173913043478261 19:0.002173913043478261 1:0.002173913043478261 4:0.002173913043478261 5:0.002173913043478261 6:0.002173913043478261 7:0.002173913043478261 9:0.002173913043478261
AP891016-0095 18:0.49356617647058826 9:0.10753676470588236 5:0.09283088235294118 2:0.078125 12:0.07077205882352941 14:0.05606617647058824 1:0.03400735294117647 4:0.030330882352941176 8:0.019301470588235295 13:0.008272058823529412 11:9.191176470588235E-4 15:9.191176470588235E-4 16:9.191176470588235E-4 17:9.191176470588235E-4 19:9.191176470588235E-4 0:9.191176470588235E-4 3:9.191176470588235E-4 6:9.191176470588235E-4 7:9.191176470588235E-4 10:9.191176470588235E-4
AP891016-0182 19:0.2735294117647059 9:0.14411764705882352 5:0.1323529411764706 11:0.10882352941176471 8:0.10882352941176471 4:0.08529411764705883 12:0.07352941176470588 17:0.014705882352941176 2:0.014705882352941176 3:0.014705882352941176 13:0.0029411764705882353 14:0.0029411764705882353 15:0.0029411764705882353 16:0.0029411764705882353 18:0.0029411764705882353 0:0.0029411764705882353 1:0.0029411764705882353 6:0.0029411764705882353 7:0.0029411764705882353 10:0.0029411764705882353
AP891016-0226 16:0.5608504398826979 19:0.19134897360703812 2:0.09750733137829912 13:0.041788856304985335 6:0.027126099706744868 7:0.02126099706744868 11:0.018328445747800588 8:0.012463343108504398 12:0.009530791788856305 15:0.006598240469208211 3:0.0036656891495601175 9:0.0036656891495601175 14:7.331378299120235E-4 17:7.331378299120235E-4 18:7.331378299120235E-4 0:7.331378299120235E-4 1:7.331378299120235E-4 4:7.331378299120235E-4 5:7.331378299120235E-4 10:7.331378299120235E-4
AP891016-0227 13:0.7047101449275363 19:0.24818840579710144 11:0.009057971014492754 2:0.009057971014492754 12:0.0018115942028985507 14:0.0018115942028985507 15:0.0018115942028985507 16:0.0018115942028985507 17:0.0018115942028985507 18:0.0018115942028985507 0:0.0018115942028985507 1:0.0018115942028985507 3:0.0018115942028985507 4:0.0018115942028985507 5:0.0018115942028985507 6:0.0018115942028985507 7:0.0018115942028985507 8:0.0018115942028985507 9:0.0018115942028985507 10:0.0018115942028985507
AP891016-0230 6:0.20982142857142858 2:0.15625 9:0.1324404761904762 8:0.11458333333333333 10:0.10267857142857142 3:0.09077380952380952 13:0.06101190476190476 19:0.06101190476190476 11:0.025297619047619048 1:0.013392857142857142 17:0.00744047619047619 18:0.00744047619047619 0:0.00744047619047619 12:0.001488095238095238 14:0.001488095238095238 15:0.001488095238095238 16:0.001488095238095238 4:0.001488095238095238 5:0.001488095238095238 7:0.001488095238095238
AP891016-0231 13:0.21460176991150443 16:0.17035398230088494 6:0.17035398230088494 2:0.1261061946902655 11:0.08185840707964602 5:0.08185840707964602 7:0.06415929203539823 19:0.028761061946902654 18:0.01991150442477876 14:0.011061946902654867 10:0.011061946902654867 12:0.0022123893805309734 15:0.0022123893805309734 17:0.0022123893805309734 0:0.0022123893805309734 1:0.0022123893805309734 3:0.0022123893805309734 4:0.0022123893805309734 8:0.0022123893805309734 9:0.0022123893805309734
AP891016-0232 19:0.6322992700729927 2:0.1395985401459854 13:0.08485401459854014 16:0.030109489051094892 8:0.030109489051094892 7:0.02645985401459854 6:0.01551094890510949 10:0.01551094890510949 11:0.004562043795620438 12:0.004562043795620438 0:0.004562043795620438 3:0.004562043795620438 14:9.124087591240876E-4 15:9.124087591240876E-4 17:9.124087591240876E-4 18:9.124087591240876E-4 1:9.124087591240876E-4 4:9.124087591240876E-4 5:9.124087591240876E-4 9:9.124087591240876E-4
AP891017-0018 12:0.38333333333333336 1:0.21774193548387097 2:0.1424731182795699 5:0.1381720430107527 6:0.032795698924731186 3:0.02849462365591398 14:0.015591397849462365 8:0.01129032258064516 15:0.00913978494623656 18:0.004838709677419355 4:0.004838709677419355 13:0.002688172043010753 17:0.002688172043010753 19:0.002688172043010753 11:5.376344086021505E-4 16:5.376344086021505E-4 0:5.376344086021505E-4 7:5.376344086021505E-4 9:5.376344086021505E-4 10:5.376344086021505E-4
AP891017-0020 14:0.24005681818181818 2:0.234375 3:0.12642045454545456 17:0.12073863636363637 4:0.10369318181818182 11:0.041193181818181816 18:0.041193181818181816 15:0.03551136363636364 0:0.024147727272727272 1:0.01278409090909091 13:0.007102272727272727 12:0.0014204545454545455 16:0.0014204545454545455 19:0.0014204545454545455 5:0.0014204545454545455 6:0.0014204545454545455 7:0.0014204545454545455 8:0.0014204545454545455 9:0.0014204545454545455 10:0.0014204545454545455
AP891017-0136 7:0.32216494845360827 5:0.18814432989690721 9:0.15721649484536082 4:0.1056701030927835 2:0.09536082474226804 6:0.04381443298969072 18:0.023195876288659795 11:0.01288659793814433 13:0.01288659793814433 16:0.01288659793814433 12:0.002577319587628866 14:0.002577319587628866 15:0.002577319587628866 17:0.002577319587628866 19:0.002577319587628866 0:0.002577319587628866 1:0.002577319587628866 3:0.002577319587628866 8:0.002577319587628866 10:0.002577319587628866
AP891017-0222 19:0.595679012345679 2:0.25 1:0.027777777777777776 6:0.027777777777777776 0:0.015432098765432098 7:0.015432098765432098 8:0.015432098765432098 10:0.015432098765432098 11:0.0030864197530864196 12:0.0030864197530864196 13:0.0030864197530864196 14:0.0030864197530864196 15:0.0030864197530864196 16:0.0030864197530864196 17:0.0030864197530864196 18:0.0030864197530864196 3:0.0030864197530864196 4:0.0030864197530864196 5:0.0030864197530864196 9:0.0030864197530864196
AP891017-0243 19:0.358187134502924 7:0.35233918128654973 2:0.11257309941520467 5:0.1067251461988304 0:0.019005847953216373 18:0.013157894736842105 10:0.013157894736842105 11:0.007309941520467836 12:0.0014619883040935672 13:0.0014619883040935672 14:0.0014619883040935672 15:0.0014619883040935672 16:0.0014619883040935672 17:0.0014619883040935672 1:0.0014619883040935672 3:0.0014619883040935672 4:0.0014619883040935672 6:0.0014619883040935672 8:0.0014619883040935672 9:0.0014619883040935672
AP891018-0013 16:0.43274111675126903 3:0.22461928934010153 14:0.12309644670050761 2:0.09771573604060914 5:0.0266497461928934 8:0.01649746192893401 9:0.01649746192893401 10:0.01649746192893401 11:0.011421319796954314 13:0.011421319796954314 4:0.006345177664974619 6:0.006345177664974619 12:0.0012690355329949238 15:0.0012690355329949238 17:0.0012690355329949238 18:0.0012690355329949238 19:0.0012690355329949238 0:0.0012690355329949238 1:0.0012690355329949238 7:0.0012690355329949238
AP891018-0125 8:0.4650900900900901 3:0.1768018018018018 2:0.14076576576576577 7:0.04617117117117117 11:0.041666666666666664 6:0.028153153153153154 4:0.02364864864864865 10:0.02364864864864865 13:0.019144144144144143 12:0.01463963963963964 17:0.010135135135135136 14:0.0011261261261261261 15:0.0011261261261261261 16:0.0011261261261261261 18:0.0011261261261261261 19:0.0011261261261261261 0:0.0011261261261261261 1:0.0011261261261261261 5:0.0011261261261261261 9:0.0011261261261261261
AP891018-0219 4:0.24618320610687022 15:0.15458015267175573 7:0.13931297709923665 16:0.1316793893129771 2:0.10877862595419847 17:0.09351145038167939 14:0.06297709923664122 9:0.03244274809160305 12:0.009541984732824428 11:0.0019083969465648854 13:0.0019083969465648854 18:0.0019083969465648854 19:0.0019083969465648854 0:0.0019083969465648854 1:0.0019083969465648854 3:0.0019083969465648854 5:0.0019083969465648854 6:0.0019083969465648854 8:0.0019083969465648854 10:0.0019083969465648854
AP891018-0246 5:0.3389570552147239 9:0.16717791411042945 6:0.13650306748466257 2:0.12423312883435583 7:0.08128834355828221 1:0.06901840490797546 14:0.019938650306748466 18:0.019938650306748466 11:0.013803680981595092 13:0.007668711656441718 4:0.007668711656441718 12:0.0015337423312883436 15:0.0015337423312883436 16:0.0015337423312883436 17:0.0015337423312883436 19:0.0015337423312883436 0:0.0015337423312883436 3:0.0015337423312883436 8:0.0015337423312883436 10:0.0015337423312883436
AP891018-0248 7:0.2767062314540059 2:0.22329376854599406 17:0.16691394658753708 11:0.09272997032640949 13:0.07195845697329377 14:0.03635014836795252 5:0.03635014836795252 6:0.024480712166172106 8:0.021513353115727003 0:0.012611275964391691 12:0.009643916913946587 4:0.009643916913946587 10:0.0066765578635014835 1:0.00370919881305638 3:0.00370919881305638 15:7.41839762611276E-4 16:7.41839762611276E-4 18:7.41839762611276E-4 19:7.41839762611276E-4 9:7.41839762611276E-4
AP891018-0300 6:0.22386759581881532 1:0.18554006968641115 4:0.11585365853658537 2:0.11236933797909408 5:0.08101045296167247 12:0.07752613240418119 8:0.07055749128919861 19:0.05662020905923345 0:0.042682926829268296 11:0.01132404181184669 3:0.01132404181184669 9:0.004355400696864111 13:8.710801393728223E-4 14:8.710801393728223E-4 15:8.710801393728223E-4 16:8.710801393728223E-4 17:8.710801393728223E-4 18:8.710801393728223E-4 7:8.710801393728223E-4 10:8.710801393728223E-4
AP891019-0167 9:0.55078125 6:0.09765625 17:0.08203125 15:0.06640625 5:0.05078125 14:0.01953125 16:0.01953125 18:0.01953125 0:0.01953125 2:0.01953125 4:0.01953125 11:0.00390625 12:0.00390625 13:0.00390625 19:0.00390625 1:0.00390625 3:0.00390625 7:0.00390625 8:0.00390625 10:0.00390625
AP891019-0282 1:0.169 6:0.161 2:0.149 5:0.149 4:0.129 19:0.109 0:0.045 12:0.037 3:0.025 11:0.009 16:0.009 13:0.001 14:0.001 15:0.001 17:0.001 18:0.001 7:0.001 8:0.001 9:0.001 10:0.001
AP891020-0018 0:0.41392215568862273 2:0.22230538922155688 13:0.11452095808383234 14:0.0815868263473054 6:0.0815868263473054 16:0.021706586826347306 8:0.021706586826347306 4:0.012724550898203593 9:0.012724550898203593 11:0.0037425149700598802 12:0.0037425149700598802 3:0.0037425149700598802 15:7.485029940119761E-4 17:7.485029940119761E-4 18:7.485029940119761E-4 19:7.485029940119761E-4 1:7.485029940119761E-4 5:7.485029940119761E-4 7:7.485029940119761E-4 10:7.485029940119761E-4
AP891020-0244 16:0.35894941634241245 2:0.26556420233463035 3:0.12159533073929961 13:0.10992217898832685 4:0.032101167315175094 8:0.02821011673151751 1:0.024319066147859923 18:0.020428015564202335 15:0.01264591439688716 9:0.01264591439688716 0:0.0048638132295719845 11:9.727626459143969E-4 12:9.727626459143969E-4 14:9.727626459143969E-4 17:9.727626459143969E-4 19:9.727626459143969E-4 5:9.727626459143969E-4 6:9.727626459143969E-4 7:9.727626459143969E-4 10:9.727626459143969E-4
AP891020-0247 15:0.2678117048346056 2:0.1940203562340967 4:0.1736641221374046 14:0.09987277353689568 11:0.09732824427480916 17:0.06424936386768448 1:0.041348600508905854 16:0.02608142493638677 6:0.018447837150127225 3:0.0057251908396946565 18:0.0031806615776081423 0:0.0031806615776081423 12:6.361323155216285E-4 13:6.361323155216285E-4 19:6.361323155216285E-4 5:6.361323155216285E-4 7:6.361323155216285E-4 8:6.361323155216285E-4 9:6.361323155216285E-4 10:6.361323155216285E-4
AP891020-0293 13:0.3634453781512605 5:0.2710084033613445 16:0.0861344537815126 7:0.06932773109243698 2:0.052521008403361345 1:0.04411764705882353 19:0.03571428571428571 14:0.018907563025210083 10:0.018907563025210083 3:0.01050420168067227 9:0.01050420168067227 11:0.0021008403361344537 12:0.0021008403361344537 15:0.0021008403361344537 17:0.0021008403361344537 18:0.0021008403361344537 0:0.0021008403361344537 4:0.0021008403361344537 6:0.0021008403361344537 8:0.0021008403361344537
AP891023-0051 6:0.25681818181818183 10:0.22954545454545455 2:0.18409090909090908 16:0.0659090909090909 4:0.0659090909090909 15:0.038636363636363635 7:0.038636363636363635 12:0.029545454545454545 19:0.029545454545454545 9:0.020454545454545454 1:0.011363636363636364 5:0.011363636363636364 11:0.0022727272727272726 13:0.0022727272727272726 14:0.0022727272727272726 17:0.0022727272727272726 18:0.0022727272727272726 0:0.0022727272727272726 3:0.0022727272727272726 8:0.0022727272727272726
AP891023-0231 3:0.4092741935483871 2:0.3125 16:0.12163978494623656 11:0.049059139784946235 14:0.03293010752688172 5:0.019489247311827957 6:0.016801075268817203 13:0.0114247311827957 8:0.0114247311827957 17:0.008736559139784945 12:6.720430107526882E-4 15:6.720430107526882E-4 18:6.720430107526882E-4 19:6.720430107526882E-4 0:6.720430107526882E-4 1:6.720430107526882E-4 4:6.720430107526882E-4 7:6.720430107526882E-4 9:6.720430107526882E-4 10:6.720430107526882E-4
AP891024-0095 16:0.21867749419953597 2:0.1745939675174014 3:0.13051044083526683 0:0.11194895591647332 15:0.09338747099767981 14:0.05626450116009281 17:0.05162412993039443 5:0.04234338747099768 10:0.037703016241299306 1:0.03306264501160093 4:0.021461716937354988 11:0.016821345707656612 7:0.005220417633410673 13:0.002900232018561485 12:5.80046403712297E-4 18:5.80046403712297E-4 19:5.80046403712297E-4 6:5.80046403712297E-4 8:5.80046403712297E-4 9:5.80046403712297E-4
AP891024-0208 6:0.7453488372093023 18:0.08953488372093023 2:0.03837209302325582 13:0.03372093023255814 5:0.03372093023255814 1:0.015116279069767442 8:0.015116279069767442 0:0.010465116279069767 9:0.005813953488372093 11:0.0011627906976744186 12:0.0011627906976744186 14:0.0011627906976744186 15:0.0011627906976744186 16:0.0011627906976744186 17:0.0011627906976744186 19:0.0011627906976744186 3:0.0011627906976744186 4:0.0011627906976744186 7:0.0011627906976744186 10:0.0011627906976744186
AP891024-0231 10:0.36587982832618027 5:0.2929184549356223 2:0.1555793991416309 9:0.06974248927038626 12:0.022532188841201718 17:0.022532188841201718 15:0.018240343347639486 18:0.013948497854077254 8:0.009656652360515022 13:0.00536480686695279 14:0.00536480686695279 1:0.00536480686695279 4:0.00536480686695279 11:0.001072961373390558 16:0.001072961373390558 19:0.001072961373390558 0:0.001072961373390558 3:0.001072961373390558 6:0.001072961373390558 7:0.001072961373390558
AP891024-0261 19:0.49735915492957744 2:0.13468309859154928 5:0.11355633802816902 1:0.07130281690140845 16:0.043133802816901406 3:0.03609154929577465 14:0.032570422535211266 12:0.022007042253521125 7:0.022007042253521125 4:0.007922535211267605 9:0.007922535211267605 0:0.0044014084507042256 11:8.802816901408451E-4 13:8.802816901408451E-4 15:8.802816901408451E-4 17:8.802816901408451E-4 18:8.802816901408451E-4 6:8.802816901408451E-4 8:8.802816901408451E-4 10:8.802816901408451E-4
AP891025-0051 6:0.8091133004926109 11:0.03571428571428571 2:0.03571428571428571 14:0.03078817733990148 18:0.03078817733990148 10:0.020935960591133004 15:0.006157635467980296 0:0.006157635467980296 5:0.006157635467980296 7:0.006157635467980296 12:0.0012315270935960591 13:0.0012315270935960591 16:0.0012315270935960591 17:0.0012315270935960591 19:0.0012315270935960591 1:0.0012315270935960591 3:0.0012315270935960591 4:0.0012315270935960591 8:0.0012315270935960591 9:0.0012315270935960591
